LncRNA name	MiRNA name	Gene name	Pubmed ID	Experimental method
SNHG5	miR-377	CASP1 	29592872	Western blot,in vitro knockdown,Luciferase reporter assay,RNAi etc
SNHG7	miR-503	Cyclin D1	29571017	qPCR,Western blot etc
SNHG7	miR-5095	CTNNB1	29360452	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
SNHG8	miR-152	c-MET	29630089	qPCR,Western blot,Luciferase reporter assay etc
SOX2OT	miR-200a	Sox2	29643475	Microarray,RIP etc
SOX2OT	miR-200b	Sox2	29643475	Microarray,RIP etc
SOX2OT	miR-200c	Sox2	29643475	Microarray,RIP etc
SPRY4-IT1	miR-101-3p	EZH2	29642935	qPCR,Western blot,Luciferase reporter assay,RIP etc
SPRY4-IT1	miR-101-3p	EZH2	28720069	qPCR,Western blot,Luciferase reporter assay etc
TINCR	miR-7	SP1	29614984	qPCR,Luciferase reporter assay,in vitro knockdown etc
TINCR	miR-544a	FBXW7 	29324317	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP etc
TP53TG	miR-18a	PTEN	29588850	qPCR,Western blot,luciferase reporter assay,RIP,in vitro knockdown etc
TP73-AS1	miR-142	HMGB1	28379612	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
TP73-AS1	miR-124	p53	29412778	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
TUG1	miR-129-5p	AEG1 	29543785	qPCR,Western blot,Luciferase reporter assay etc
TUG1	miR-145	KLF4	29719612	qPCR,RNAi etc
TUG1	miR-132-3p	SOX4 	29436190	RT-qPCR, Western blot, Luciferase reporter assay, in vitro knockdown
TUG1	miR-29c	NA	29321088	qRT-PCR,Luciferase reporter assay,in vitro knockdown
TUNAR	miR-200a	Rac1	29540255	qPCR,Western blot,luciferase reporter assay etc
TUSC7	miR-10a	MDR1	29397407	qPCR,Western blot,in vitro knockdown etc
TUSC7	miR-224	DESC1	29530057	qPCR,Western blot,RIP,luciferase reporter assays
TUSC7	miR-224	EGFR	29530057	qPCR,Western blot,RIP,luciferase reporter assays
TUSC7	miR-224	AKT	29530057	qPCR,Western blot,RIP,luciferase reporter assays
UCA1	miR-126	PI3K	29762824	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
UCA1	miR-126	AKT	29762824	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
UCA1	miR-126	JAK	29762824	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
UCA1	miR-126	STAT	29762824	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
UCA1	miR-206	VEGF	29523226	qPCR,Luciferase reporter assay,in vitro knockdown etc
UCA1	miR-182	PFKFB2 	29655792	qPCR etc
UCA1	miR-1	COX6B2	29620291	qPCR etc
UCA1	miR-7-5p	EGFR	29723509	qPCR,Western blot RIP etc
UCA1	miR-129	SOX4 	29760557	qPCR,Western blot,Luciferase reporter assay,RIP etc
UCA1	miR-122-5p	IMP1	29669595	qPCR,Western blot etc
UCA1	miR-125a	HK2	29663500	qPCR,Western blot,Luciferase reporter assay,RIP etc
UCA1	miR-18a	YAP1	29408336	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
UCA1	miR-193a	HMGB1	29355524	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown, RNAi
UCA1	miR-590-3p	CREB1	29516678	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
UCA1	miR-96	FOXO3	29500870	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
UCA1	miR-301a	CXCR4	29523218	qPCR,Western blot,in vitro knockdown
XIST	miR-185	TGFB1	29053187	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown,etc
XIST	miR-367	ZEB2	29339211	qPCR,Western blot,in vitro knockdown,RNAi,RIP etc
XIST	miR-141	ZEB2	29339211	qPCR,Western blot,in vitro knockdown,RNAi,RIP etc
XIST	miR-200c	ZEB2	29559853	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
XIST	miR-194-5p	MAPK1 	29227532	qPCR,Western blot,Luciferase reporter assay etc
XIST	miR-137	PXN	29337100	qPCR,Western blot,Luciferase reporter assay,RIP etc
XIST	miR-491-5p	NA	29219216	qPCR,Western blot etc
XIST	miR-34a	WNT1	29679755	qPCR,Western blot,Luciferase reporter assay etc
XIST	miR-155	CDX1	29550489	qPCR,Western blot,Luciferase reporter assay etc
XIST	miR-195-5p	YAP	29384226	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown,RIP
XIST	miR-34a-5p	NA	29393501	qPCR,RNAi,in vitro knockdown,Luciferase reporter assay etc
ZEB1	miR-205-5p	ADPGK-AS1	29667486	Microarray,qPCR,Western blot etc
ZEB1	miR-205-5p	ADPGK-AS1	29667486	Microarray,qPCR,Western blot etc
ZEB1-AS1	miR-101	ZEB1	29511455	qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
ZEB2-AS1	miR-204	HMGB1	29753015	qPCR,Western blot,Luciferase reporter assay,RIP etc
ZFAS1	miR-329	NA	29653362	qPCR,Luciferase reporter assay etc
LINC00319	miR-32	AURKA	28800794	qPCR,Western blot
LINC00319	miR-32	SOX9	28800794	qPCR,Western blot
LINC00319	miR-32	TWIST1	28800794	qPCR,Western blot
C2DAT1	miR-34a-5p	Sirt1	28810936	Luciferase Reporter Assay,qPCR,Western blot,etc.
AC023115.3	miR-26a	GSK3汕-Mcl1	28499919	qPCR,westen blot,microarray etc.
AF113014	miR-20a	Egr2	28542387	qPCR,Western blot etc.
AF119895	miR-6508-3p	NXF3	29274323	Microarray,qRT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
AGER	miR-185	AGER	29068471	qRT-PCR,western blotting,Luciferase reporter assay
AK027145	miR-148b	NA	28043146	microarray,qPCR etc.
ANRIL	miR-323	BRI3	28513871	qPCR,Luciferase reporter assay,Western blot
ANRIL	miR-323	CDK6	28513871	qPCR,Luciferase reporter assay,Western blot
ANRIL	miR-199a	NA	28961506	qPCR,Luciferase reporter assay,RIP
ANRIL	miR-34a	Sirt1	29057547	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
ANRIL	let-7a	NA	28117929	qPCR,RNAi,Luciferase reporter assay,MTT assay etc.
ANRIL	miR-125a	NA	28402230	qPCR,Luciferase reporter assays
ANRIL	miR-186	NA	28550682	qPCR,Luciferase Reporter Assay
ANRIL	miR-122-5p	NA	29127494	qRT-PCR,Luciferase reporter assay,in vitro knockdown,RIP
ASLNC02525	miR-489-3p	TWIST1	28713968	Luciferase reporter experiment,qPCR,etc.
ATB	miR-200b	Kindlin-2	28640252	qPCR,Western blot,Luciferase reporter assay,RIP etc
ATB	miR-200a	ZEB1	28469952	qPCR,Western blot,Luciferase reporter assay
ATB	miR-200a	ZEB2	28469952	qPCR,Western blot,Luciferase reporter assay
ATB	miR-200b	ZEB1	28469952	qPCR,Western blot,Luciferase reporter assay
ATB	miR-200b	ZEB2	28469952	qPCR,Western blot,Luciferase reporter assay
ATB	miR-200c	ZEB1	28469952	qPCR,Western blot,Luciferase reporter assay
ATB	miR-200c	ZEB2	28469952	qPCR,Western blot,Luciferase reporter assay
ATB	miR-200a	NA	28770959	qPCR etc.
ATB	miR-200b	NA	28770959	qPCR etc.
ATB	miR-200c	NA	28770959	qPCR etc.
BANCR	miR-204	Notch2	29075789	qPCR,Luciferase reporter assay,Western blot
CAMTA1	miR-20b	VEGF	28550685	qPCR,Western blot,Luciferase Reporter Assays
CASC2	miR-181a	PTEN	28121023	qPCR,RNAi,Western blot,RIP,Luciferase reporter assay,MTT assay etc.
CASC2	miR-24-3p	SOX7	29091305	qPCR,Western blot etc.
CASC2	miR-181a	RASSF6	29194827	qRT-PCR,Western blot
CASC2	miR-367	FBXW7 	28716020	qPCR,Western blot etc.
CASC2	miR-18a-5p	PTEN	28964779	qPCR,Luciferase reporter assay,Western blot
CASC2c	miR-101	CPEB1	28252647	qPCR,RNAi,Western blot,RIP,Luciferase reporter assay,Cell migration and invasion assay,ISH etc.
CASC7	miR-21	ING3	28954383	qPCR,Luciferase reporter assay,Western blot etc.
CCAT1	miR-33a	NA	28409554	qPCR,Luciferase reporter assay,in vitro knockdown
CCAT1	miR-181a-5p	HOXA1	29228867	qPCR,Luciferase reporter assay,Western blot
CCAT1	miR-181b	FGFR3	28475287	qPCR,Luciferase reporter assay,Western blot,RIP
CCAT1	miR-7	HOXB13	27956498	qPCR,RNAi,Western blot,Cell proliferation assay etc.
CCAT1	miR-218-5p	CDC2	28088735	qPCR,RNAi,Western blot,Cell migration and invasion assay etc.
CCAT1	miR-410	ITPKB	29190961	qPCR etc.
CCAT1	miR-490-3p	cyclin-dependent kinase 1	28381168	qPCR,Western blot,RNAi,Luciferase reporter assay
CCAT1	miR-218	ZFX	28631575	qPCR,western blot,Luciferase reporter assays etc.
CCAT1	miR-148a	PIK3IP1	28549102	qPCR,RNAi etc.
CCAT1	miR-148b	caspase3	29024383	qRT-PCR,Luciferase reporter assay,RIP
CCAT2	miR-424	NA	28550684	Western blot,Luciferase reporter assay,in vitro knockdown
CCAT2	miR-216b	Bcl-2	29036788	qPCR,Luciferase reporter assay,Western blot
CCAT2	miR-34a	FOXM1	28744394	qPCR,Western blot,Luciferase report assay,RIP,ChIP etc.
CRNDE	miR-384	IRS1	28940804	qPCR,Luciferase reporter assay,Western blot
CRNDE	miR-181a-5p	TCF4?	28086904	qPCR,RNAi,Western blot,Luciferase reporter assay,FISH,MTT assay etc.
CRNDE	miR-181a-5p	CTNNB1?	28086904	qPCR,RNAi,Western blot,Luciferase reporter assay,FISH,MTT assay etc.
CRNDE	miR-136	E2F1	28115855	qPCR,RNAi,Western blot,RIP,Luciferase reporter assay,Cell migration and invasion assay etc.
CRNDE	miR-451	NA	28276319	qPCR,RNAi,Luciferase reporter assay,Cell proliferation assay etc.
CRNDE	miR-136-5p	Bcl-2	29152149	qPCR,Western blot,Luciferase reporter assay,etc.
CRNDE	miR-136-5p	Wnt2	29152149	qPCR,Western blot,Luciferase reporter assay,etc.
CRNDE	miR-145	E2F3	28490034	qPCR,Western blot,RNAi,Luciferase reporter assay
CRNDE	miR-136	c-myc	28469804	qPCR
CRNDE	miR-217	TCF7L2 	28472810	qPCR,Western blot,Luciferase reporter assay
CRNDE-p	miR-217	NA	29137379	qPCR,Western blot etc.
CTA	miR-210	DOX	28415557	qPCR,Western blot,MIT,Luciferase reporter assays
DANCR	miR-496	mTOR	29266795	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown,RNAi,RIP etc
DANCR	miR-33a-5p	AXL	28642170	qPCR,Western blot,Luciferase reporter assay,etc.
DGCR5	miR-1180	AKT	28744397	qPCR,Western blot,Luciferase report assay etc.
DLX6-AS1	miR-26a	PTEN	28881158	qPCR,Western blot,RIP,Luciferase reporter assays etc
ENST00000535511	miR-133b	UBD	28177879	microarray,qPCR etc.
FBXL19-AS1	miR-203	NA	28479250	microarray,qPCR,Luciferase reporter assay etc.
FER1L4	miR-106a-5p	PTEN	28759956	qPCR,Western blot etc.
FOXD2-AS1	miR-363-5p	S100A1	29248577	qPCR,Western blot,in vitro knockdown etc
FTH1P3	miR-224-5p	FZD5	28093311	qPCR,Cell transfection,Western blot,Luciferase reporter assay,RNA pull-down assay etc.
FTH1P3	miR-224-5p	RAC1	29095823	qPCR,Western blot etc.
FTX	miR-342-3p	AEG-1	28112756	qPCR,Cell transfection,Western blot,MTT assay etc.
GAPLINC	miR-34a	c-MET	29427222	qPCR,Western blot,Luciferase reporter assay,in vitro knockdown etc
GAS5	miR-221	ARHI	28519068	qPCR,Luciferase reporter assay,Western blot,RIP
GAS5	miR-222-3p	PTEN	29423063	qPCR,Luciferase reporter assay,Western blot
GAS5	miR-135b	NA	28117028	qPCR,RNAi,Luciferase reporter assay,MTT assay etc.
GAS5	miR-23a	NA	28059053	qPCR,luciferase reporter assay,MTT assay etc.
GAS5	miR-196a	FOXG1	28671039	qPCR,Western blot,RIP etc
GAS5	miR-205	FOXG1	28671039	qPCR,Western blot,RIP etc
GAS5	miR-196a	PTEN	28671039	qPCR,Western blot,RIP etc
GAS5	miR-205	PTEN	28671039	qPCR,Western blot,RIP etc
GAS5	miR-137	NA	28386376	qPCR
Gm15290	miR-615-5p	IGF2	28474572	qPCR,Western blot
Gm15290	miR-615-5p	AKT2	28474572	qPCR,Western blot
Gm15290	miR-615-5p	SHMT2	28474572	qPCR,Western blot
H19	miR-17	p21 	29143996	Western blot,qPCR,in vitro knockdown,RIP etc
H19	miR-18a	p21 	29143996	Western blot,qPCR,in vitro knockdown,RIP etc
H19	miR-19a	p21 	29143996	Western blot,qPCR,in vitro knockdown,RIP etc
H19	miR-19b	p21 	29143996	Western blot,qPCR,in vitro knockdown,RIP etc
H19	miR-20a	p21 	29143996	Western blot,qPCR,in vitro knockdown,RIP etc
H19	miR-29a-3p	E2F1	29214011	qPCR,Luciferase reporter assay,Western blot,RIP,RNAi
H19	let-7	LIN28	28102845	qPCR,RNAi,Luciferase reporter assay,ISH etc.
H19	miR-675-5p	VDR	28189050	qPCR,Cell transfection,Western blot,ChIP,Luciferase reporter assay,MTT assay etc.
H19	miR-200a	b-catenin	28164117	qPCR,RNAi,Western blot,Luciferase reporter assay etc.
H19	miR-200b	GIT2	28611183	qPCR,microarray,RIP,Western blotting etc.
H19	miR-200c	GIT2	28611183	qPCR,microarray,RIP,Western blotting etc.
H19	let-7b	GIT2	28611183	qPCR,microarray,RIP,Western blotting etc.
H19	miR-138	HMGA1	28358427	qPCR,western blot,luciferase reporter assay
H19	let-7	PDK	29106390	RT-PCR,Western blot,Luciferase reporter assay,in vitro knockdown
H19	let-7c	HER2	29207111	RT-qPCR,Western blot
H19	miR-19a	ID2	28765931	Western blot,luciferase reporter assay,etc.
H19	miR-19b	ID2	28765931	Western blot,luciferase reporter assay,etc.
H19	miR-21	NA	28799568	qPCR etc.
H19	let-7a	NA	28655518	qPCR etc.
H19	miR-138	ZEB1	28781681	qPCR,Western blot etc.
H19	miR-200a	ZEB2	28781681	qPCR,Western blot etc.
H19	miR-138	ZEB1	28781681	qPCR,Western blot etc.
H19	miR-200a	ZEB2	28781681	qPCR,Western blot etc.
H19	miR-29b-3p	DNMT3B	28779971	qPCR,Western blot,Luciferase reporter assay,etc.
HCAL	miR-15a	LAPTM4B	29246322	qPCR,Luciferase reporter assay,RIP
HCAL	miR-196a	LAPTM4B	29246322	qPCR,Luciferase reporter assay,RIP
HCAL	miR-196b	LAPTM4B	29246322	qPCR,Luciferase reporter assay,RIP
HEIH	miR-200b	EZH2	28487474	qPCR etc
HEIH	miR-200a	EZH2	28487474	qPCR etc
HEIH	miR-429	EZH2	28487474	qPCR etc
HERG	miR-940	TWIST1	29296221	qPCR,Luciferase reporter assay etc.
HERG	miR-940	SNAIL	29296221	qPCR,Luciferase reporter assay etc.
HERG	miR-940	MMP9	29296221	qPCR,Luciferase reporter assay etc.
HIF1A-AS2	miR-129-5p	DNMT3A 	29278853	qRT-PCR,Western blot,Luciferase reporter assay,RIP
HIX0023999	miR-148b	NA	28043146	microarray,qPCR etc.
HNF1A-AS1	miR-34a	p53 	28943452	qPCR,Luciferase reporter assay,RIP
HNF1A-AS1	miR-17-5p	NA	29289833	qRT-PCR,Luciferase reporter assay
HNF1A-AS1	miR-214	SOX-4	28656277	qPCR,Western blot etc.
HOTAIR	miR-34a	EZH2	27594424	qPCR,RNAi,ChIP,MTT assay etc.
HOTAIR	miR-454-3p	STAT3	28182000	qPCR,RNAi,Western blot,Luciferase reporter assay,CCK-8 assay etc.
HOTAIR	miR-613	PCNA	29187267	qPCR,Western blot,Luciferase reporter assay etc.
HOTAIR	miR-613	VEGF	29187267	qPCR,Western blot,Luciferase reporter assay etc.
HOTAIR	miR-197	FUS1	29137688	qPCR,Luciferase reporter assay etc.
HOTAIR	miR-217	AXL	28492542	qPCR,Western blot,RIP
HOTAIR	miR-613	Notch3	28415631	qPCR,Western blot,Luciferase reporter assay
HOTAIR	miR-148a	Snail2	28441714	qPCR,Western blot,Luciferase Reporter Assays
HOTAIR	miR-218	NFKB	28918035	qPCR,RIP,Western Blot,etc.
HOTAIR	miR-218	TYMS	28918035	qPCR,RIP,Western Blot,etc.
HOTAIR	miR-152-3p	MET	29156728	qPCR,Western blot,RIP,RNA pull-down assay etc.
HOTAIR	miR-331-3p	NA	28745272	qPCR,Luciferase Assay etc.
HOTAIR	miR-17-5p	NA	28745272	qPCR,Luciferase Assay etc.
HOTAIR	miR-545	EGFR	28364379	qPCR,Western blot,Luciferase report assay etc.
HOTTIP	miR-101	ZEB1	28886531	qPCR,luciferase reporter assay etc.
HOTTIP	miR-574-5p	EZH1	29041935	mcroarray,qPCR,Western blot ,RIP,Luciferase reporter assay etc.
HOTTIP	miR-30b	HOXA13	28534516	Western blot,RIP,ChIP,qPCR,etc.
HOXA11-AS	miR-214-3p	EZH2	28946213	qPCR,Luciferase reporter assays,Western blot etc.
HOXA11-AS	miR-124	p21	28749709	qPCR,Western blot,Luciferase reporter assay,etc.
HOXA11-AS	miR-124	EZH2	28749709	qPCR,Western blot,Luciferase reporter assay,etc.
HOXA11-AS	miR-124	Sp1	29034803	qPCR,Western blot,etc.
HOXA11-AS	miR-200b	ZEB1	28615992	qPCR,RIP,Western blotting etc.
HOXA11-AS	miR-124-3p	ROCK1	28558357	qPCR,Western blot etc.
HOXA11-AS	miR-1297	EZH2	28717185	qPCR etc.
HOXA11-AS	miR-1297	LSD1	28717185	qPCR etc.
HOXA11-AS	miR-125a-5p	PADI2	29050308	qPCR,Western blot etc.
HOXA-AS2	miR-520c-3p	TGFBR2	28545023	qPCR,Luciferase report assay etc.
HOXA-AS2	miR-520c-3p	RELA	28545023	qPCR,Luciferase report assay etc.
HOXD-AS1	miR-147a	pRB	29033588	qPCR,Western blot,etc.
HOXD-AS1	miR-130a-3p	EZH2	28810927	Microarray,qPCR,Western blot,In vitro assays,Luciferase reporter assay
HOXD-AS1	miR-130a-3p	MMP2	28810927	Microarray,qPCR,Western blot,In vitro assays,Luciferase reporter assay
HOXD-AS1	miR-19a	ARHGAP11A	28724429	qPCR,Western blot,Luciferase reporter assay etc.
HULC	miR-122	PI3K	28688193	qPCR,Luciferase reporter assay,Western blot
HULC	miR-122	AKT	28688193	qPCR,Luciferase reporter assay,Western blot
HULC	miR-122	STAT	28688193	qPCR,Luciferase reporter assay,Western blot
HULC	miR-122	JAK	28688193	qPCR,Luciferase reporter assay,Western blot
HULC	miR-122	HNF4G	28688193	qPCR,Luciferase reporter assay,Western blot
HULC	miR-6825-5p	COX-2	28634076	qPCR,Western blot,RIP,etc.
HULC	miR-6845-5p	COX-2	28634076	qPCR,Western blot,RIP,etc.
HULC	miR-6886-3p	COX-2	28634076	qPCR,Western blot,RIP,etc.
ILF3-AS1	miR-200b	EZH2	28935763	qPCR,RIP etc.
ILF3-AS1	miR-200a	EZH2	28935763	qPCR,RIP etc.
ILF3-AS1	miR-429	EZH2	28935763	qPCR,RIP etc.
KCNQ1OT1	miR-370	CCNE2 	28381990	qPCR,Western blot,RIP,Luciferase reporter assay
LET	miR-145	TGFb1	28839463	qPCR,RIP,western blot etc.
LeXis	miR-199a	CTNNB1	28744406	qPCR,Western blot etc.
LINC00052	miR-452-5P	EPB41L3	28969024	qPCR,Western blot,RIP etc
LINC00152	miR-138	HIF-1汐	28077595	qPCR,RNAi,Western blot,RIP,Luciferase reporter assay etc.
LINC00152	miR-205	P16 	28337379	qPCR,RNAi,Western blot,RIP,ChIP,Luciferase reporter assay,Flow cytometry assay etc.
LINC00152	miR-103a-3p	FEZF1	28651608	qPCR,Western blot,Luciferase reporter assay etc
LINC00152	miR-103a-3p	CDC25A	28651608	qPCR,Western blot,Luciferase reporter assay etc
LINC00152	miR-138	HIF1	29345294	qRT-PCR
LINC00176	miR-9	Myc	28869604	RNA-seq,Microarray,qRT每PCR
LINC00176	miR-9	Max	28869604	RNA-seq,Microarray,qRT每PCR
LINC00176	miR-9	AP-4	28869604	RNA-seq,Microarray,qRT每PCR
LINC00176	miR-185	Myc	28869604	RNA-seq,Microarray,qRT每PCR
LINC00176	miR-185	Max	28869604	RNA-seq,Microarray,qRT每PCR
LINC00176	miR-185	AP-4	28869604	RNA-seq,Microarray,qRT每PCR
LINC00339	miR-539-5p	MMP-2	29499931	qPCR,Western blot,Luciferase reporter assay etc
LINC00339	miR-539-5p	MMP-14	29499931	qPCR,Western blot,Luciferase reporter assay etc
LINC00460	miR-149-5p	IL6	28987345	RNA-seq,qPCR,Western blot,Luciferase reporter assay,in vitro knockdown
LINC00473	miR-195	IKK汐	29159834	qRT-PCR,Western blot,Luciferase reporter assay
LINC00511	miR-29b-3p	VEGFA	28984028	qPCR,Luciferase reporter assay,Western blot,RIP
LINC00657	miR-106a-5p	PTEN	28919047	qPCR,Western blot etc.
LINC00668	miR-297	VEGFA	28564590	RNAi,Western blot,qPCR,Luciferase reporter assays,RNA pull-down assays
LINC00673	miR-150-5p	ZEB1	28697764	qPCR,Western blot etc.
LINC00858	miR-422a	KLK4	28177876	qPCR,RNAi,Western blot,Luciferase reporter assay,RNA pull-down assay,CCK-8 assay etc.
LINC0086	miR-214	NA	28245169	qPCR,Cell transfection,Luciferase reporter assay,Flow cytometry assay,CCK-8 assay etc.
LINC01133	miR-422a	NA	28390115	qPCR
LINC01296	miR-122	MMP-9	29091895	qPCR,Western blot
lincRNA-ROR	miR-145	p53 	27696511	qPCR,RNAi,Western blot,Luciferase reporter assay,Cell proliferation assay etc.
ATB	miR-141-3p	TGFB	28115163	qPCR,Cell transfection,Western blot,Luciferase reporter assay,Flow cytometry assay,Cell proliferation assay etc.
LOC100129148	miR-539-5p	KLF12	28328537	qPCR,RNAi,Western blot,Luciferase reporter assay,CCK-8 assay etc.
LOC101927497	miR-574-5p	NA	29223541	RNA-seq,qRT-PCR,in vitro knockdown
LUCAT1	miR-200c	ABCB1	29170124	RNAi,qPCR,Western blotㄛLuciferase reporter assay
LUCAT1	miR-200c	MDR1	29170124	RNAi,qPCR,Western blotㄛLuciferase reporter assay
LUCAT1	miR-200c	MRP5	29170124	RNAi,qPCR,Western blotㄛLuciferase reporter assay
LUCAT1	miR-200c	LRP1	29170124	RNAi,qPCR,Western blotㄛLuciferase reporter assay
LUCAT1	miR-375	NA	29089067	qPCR,Luciferase reporter assay,in vitro knockdown etc
M18204.1	miR-148b	NA	28043146	microarray,qPCR etc.
MALAT1	miR-124	STAT3	29215698	qPCR,Luciferase reporter assay,Western blot,RIP
MALAT1	miR-101-3p	MCL1	29484127	qPCR,Luciferase reporter assay,Western blot,RIP
MALAT1	miR-143-3p	ZEB1	28543721	qPCR,Luciferase reporter assay,Western blot
MALAT1	miR-129-5p	HMGB1	29226325	qPCR,Luciferase reporter assay,Western blot
MALAT1	miR-129-5p	HMGB1	29130936	qPCR,Luciferase reporter assay,Western blot
MALAT1	miR-143	E-cadherin	28252165	qPCR,RNAi,Western blot,MTT assay etc.
MALAT1	miR-202	Gli2	27887846	qPCR,RNAi,Western blot,RIP,Luciferase reporter assay,Cell proliferation assay etc.
MALAT1	miR-203	TYMS	28187000	qPCR,RNAi,Western blot,Luciferase reporter assay etc.
MALAT1	miR-204	CXCR4	28059437	qPCR,Western blot,Luciferase reporter assay,Cell proliferation assay etc.
MALAT1	miR-142-3p	HMGB1	28346809	qPCR,Cell transfection,Western blot,Luciferase reporter assay,Flow cytometry assay,MTT assay etc.
MALAT1	miR-216a	p21	28034748	qPCR,RNAi,Western blot,Luciferase reporter assay,Flow cytometry assay etc.
MALAT1	miR-216a	B-MYB	28034748	qPCR,RNAi,Western blot,Luciferase reporter assay,Flow cytometry assay etc.
MALAT1	miR-216a	RAF1	28034748	qPCR,RNAi,Western blot,Luciferase reporter assay,Flow cytometry assay etc.
MALAT1	miR-216a	PCNA1 	28034748	qPCR,RNAi,Western blot,Luciferase reporter assay,Flow cytometry assay etc.
MALAT1	miR-124	JAG1	28260102	qPCR,RNAi,Western blot,Luciferase reporter assay,MTT assay etc.
MALAT1	miR-140	Slug	27725873	qPCR,Western blot,Cell proliferation assay,Cell migration and invasion assay etc.
MALAT1	miR-140	ADAM10	27725873	qPCR,Western blot,Cell proliferation assay,Cell migration and invasion assay etc.
MALAT1	miR-204	ZEB2	28675122	qPCR,Western blot,Luciferase reporter assay etc
MALAT1	miR-23b-3p	ATG12	29162158	qPCR,Western blot etc.
MALAT1	miR-509-5p	FOXP1	29254219	qPCR,Luciferase reporter assays,Western blot,RIP etc.
MALAT1	miR-125b	Bcl-2	29151968	qPCR,Western blot etc.
MALAT1	miR-125b	MMP-13	29151968	qPCR,Western blot etc.
MALAT1	miR-124	Capn4	28857668	qPCR,Western blot,Luciferase reporter assay,etc.
MALAT1	miR-183	ITGB1	27966454	qPCR,Western blot
MALAT1	miR-1297	HMGB2	28396617	qPCR,Western blot,Luciferase reporter assay
MALAT1	miR-146b-5p	AKT	28404923	qPCR,luciferase reporter assay
MALAT1	miR-124	ERK	28550678	qPCR,Western blot,Luciferase Reporter Assays
MALAT1	miR-124	MAPK	28550678	qPCR,Western blot,Luciferase Reporter Assays
MALAT1	miR-195	EGFR	28722813	RT-PCR,Western blot,Luciferase reporter assay
MALAT1	miR-101	Rap1B	28551849	qPCR,Western blot,Luciferase reporter assays etc.
MALAT1	miR-144-3p	ROCK1	28938647	qPCR,Western blot etc.
MALAT1	miR-144-3p	ROCK2	28938647	qPCR,Western blot etc.
MALAT1	miR-217	KRAS	28701723	qPCR,Luciferase report assay etc.
MALAT1	miR-217	MAPK	28701723	qPCR,Luciferase report assay etc.
MEG3	miR-21	MRP1	28190319	qPCR,Cell transfection,Western blot,Luciferase reporter assay,Cell proliferation assay etc.
MEG3	miR-21	MDR1	28190319	qPCR,Cell transfection,Western blot,Luciferase reporter assay,Cell proliferation assay etc.
MEG3	miR-21	ABCG2	28190319	qPCR,Cell transfection,Western blot,Luciferase reporter assay,Cell proliferation assay etc.
MEG3	miR-214	NA	28175963	qPCR,Western blot,Luciferase reporter assay,Flow cytometry assay,CCK-8 assay etc.
MEG3	miR-203	TYMS	28187000	qPCR etc.
MEG3	miR-770	NA	28345805	qPCR,Cell transfection,Cell proliferation assay etc.
MEG3	miR-19a	PTEN	28276316	qPCR,Cell transfection,Western blot,Luciferase reporter assay,Cell proliferation assay etc.
MEG3	miR-664	ADH4	28374914	qPCR,Luciferase reporter assay,Western blot etc.
MEG3	miR-183	p38	29132136	qPCR,Western blot
MEG3	miR-183	ERK	29132136	qPCR,Western blot
MEG3	miR-183	AKT	29132136	qPCR,Western blot
MEG3	miR-22-5p	TET2	29029424	qPCR
MEG3	miR-22-3p	TET2	29029424	qPCR
MEG3	miR-664a	NA	28669734	qPCR
MEG3	miR-421	E-cadherin	28463794	qPCR,Western blot etc.
MEG3	miR-214	AIFM2	28534937	qPCR,Western blot,Luciferase report assay etc.
MEG3	miR-214	PCNA	28534937	qPCR,Western blot,Luciferase report assay etc.
MEG3	miR-9	E-cadherin and FOXO1	28539329	qPCR,Western blot,Luciferase report assay etc.
MEG3	miR-93	PCNA	28791407	qPCR,Western blot,etc.
MIAT	miR-150	ZEB1	28843520	qPCR,luciferase reporter assay etc.
MIAT	miR-155-5p	DUSP7	29100300	qPCR,Western blot,Luciferase report assay etc.
MIR100HG	miR-100	GATA6	29035371	qPCR etc.
MIR100HG	miR-125b	GATA6	29035371	qPCR etc.
miR210HG	miR-503	N-cadherin	28972855	qPCR,Luciferase reporter assay,Western blot
miR210HG	miR-503	vimentin	28972855	qPCR,Luciferase reporter assay,Western blot
MSTO2P	miR-335	misato family member 2	28618927	qPCR etc.
n340790	miR-1254	NFKB	28559970	qPCR,Western blot etc.
